congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind1_manuf_cbp,l_shind2_routine33,l_shind3_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_dem_f,l_sh_dem_edu_c,l_sh_dem_fborn,l_sh_dem_age_1019,l_sh_dem_age_2029,l_sh_dem_age_3039,l_sh_dem_age_4049,l_sh_dem_age_5059,l_sh_dem_age_6069,l_sh_dem_age_7079,l_sh_dem_age_8000,l_sh_dem_white,l_sh_dem_black,l_sh_dem_asian,l_sh_dem_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
MI 10,26147,11600,-104.32481,-177.96318,-170.19312,-174.91127,-166.12607,-166.12607,-199.94579,-200,-73.410866,-82.973259,-88.132637,-80.522018,-80.522018,-129.87515,-200,-89.243958,-95.16243,-106.88745,-74.850502,-74.850494,-71.395454,93.73278,-0.040997803,5.4456177,4.043931,4.6758652,9.1176691,9.1176691,7.7263713,2.7025938,10.144054,0,9.1176691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.50427085,0.43786567,0.50732791,0.456429,0.027113587,0.15091181,0.11162055,0.15630651,0.16041647,0.11702134,0.071440317,0.057034127,0.032544829,0.94962704,0.021012573,0.003957743,0.021877188,0.24736364,1,0,0,1,0
MI 6,26149,13700,42.638317,-44.666256,82.046577,38.398834,47.448627,47.448627,188.55917,159.78598,-11.898405,-9.4604244,-2.7978048,61.231243,61.231243,-200,-200,-19.194832,-3.141917,10.137294,22.277618,22.277605,-94.276321,-200,-0.012831032,-2.9690146,-8.2193556,-6.2477469,-5.4019094,-5.4019094,-3.6030829,2.2586524,-5.3799334,0,-5.4019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,-100,100,100,100,0,0,0,100,0,0,-100,100,0,0,0,0,0,0,0,0,1.858050497,2.407845567,0,1,0,0,0,0,0,0,0.52009004,33.910538,-0.14582038,0.60084075,0.53375769,0.50570309,0.40266788,0.034138605,0.15709205,0.12298548,0.14148858,0.147432,0.11282881,0.077648908,0.059466213,0.034218706,0.93486273,0.02580821,0.005767197,0.039857741,0.092204347,1,0,0,1,0
MI 10,26151,11600,-104.32481,-177.96318,-170.19312,-174.91127,-166.12607,-166.12607,-199.94579,-200,-73.410866,-82.973259,-88.132637,-80.522018,-80.522018,-129.87515,-200,-89.243958,-95.16243,-106.88745,-74.850502,-74.850494,-71.395454,93.73278,-0.034217924,2.8613031,3.1897902,2.8227568,7.0488334,7.0488334,8.3361921,5.9101105,10.144054,0,7.0488334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.60518497,0.52443981,0.50389481,0.35815325,0.015893327,0.15614969,0.10402496,0.136732,0.15100905,0.11316138,0.087592877,0.072732173,0.040608793,0.96897656,0.002783577,0.00262644,0.027813321,0.066960387,1,0,0,1,0
MI 1,26153,11401,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,-0.035676777,0.78626871,-0.88937283,8.9685497,26.364029,26.364029,31.531624,33.458157,24.481354,0,0,26.364029,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.393423477,0.269123591,0,1,0,0,0,0,0,0,0.13971417,29.803333,-0.91068983,0.50631106,0.35428572,0.4997192,0.35507014,0.010333596,0.13164102,0.097832188,0.12793441,0.15511626,0.12287993,0.10973829,0.08716163,0.048635293,0.88666743,0.016286645,0.004155903,0.0093227,0.013496037,1,0,0,1,0
MI 8,26155,11600,-8.3266582,50.592602,155.99161,100.54841,25.928265,25.928253,-200,-200,6.6442342,16.587646,3.8276463,43.463509,43.463509,-200,-200,-17.71851,4.3417873,-31.93573,-46.501999,-46.501999,82.839577,-200,-0.042636186,-5.1989675,-12.394589,-9.2711086,-4.8429546,-4.8429546,-12.000996,-3.9800823,-3.7022412,0,-4.8429546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.50472957,0.44408613,0.50887889,0.45930794,0.011759454,0.15139426,0.11320044,0.15114316,0.15942919,0.11974277,0.075006627,0.055309888,0.030493675,0.97392833,0.001938985,0.002803856,0.018064642,0.044754375,1,0,0,1,0
MI 4,26155,11600,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-65.405884,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.57774,-200,-0.042636186,-4.1435661,-9.5161324,-7.20644,-4.9226704,-4.9226704,-12.080711,-4.0597973,-0.88035464,0,-4.9226704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,-100,0,0,100,0,0,100,100,0,0,-100,100,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.50472957,0.44408613,0.50887889,0.45930794,0.011759454,0.15139426,0.11320044,0.15114316,0.15942919,0.11974277,0.075006627,0.055309888,0.030493675,0.97392833,0.001938985,0.002803856,0.018064642,0.061225593,1,0,0,1,0
MI 5,26157,11900,36.887077,-13.929097,1.2006196,-3.7688684,15.843791,15.843791,-23.7703,-24.359314,5.6054459,5.5295029,-7.4590402,8.0223055,8.0223055,-43.316944,-200,167.97527,-16.037106,-44.505196,170.45798,170.45798,172.20868,196.67381,0.10033885,46.485813,36.066414,39.2985,62.165474,62.165474,61.221989,68.742218,45.530701,0,0,62.165474,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67634869,0,0,0.563012382,1.31009646,0,1,0,0,0,0,0,0,0.22375539,31.644171,-0.49871981,0.5492366,0.47022563,0.5005492,0.39392579,0.010863969,0.16148354,0.11076786,0.14236432,0.15739882,0.12267875,0.079034083,0.058764976,0.033758968,0.96047437,0.01067518,0.003123606,0.0230323,0.088613406,1,0,0,1,0
MI 6,26159,12100,42.638317,-44.666256,82.046577,38.398834,47.448627,47.448627,188.55917,159.78598,-11.898405,-9.4604244,-2.7978048,61.231243,61.231243,-200,-200,-19.194832,-3.141917,10.137294,22.277618,22.277605,-94.276321,-200,-0.002603293,-4.4449034,-7.0773783,-6.5766277,-3.333199,-3.333199,-1.8917501,4.3522654,-5.3799334,0,-3.333199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,-100,100,100,100,0,0,0,100,0,0,-100,100,0,0,0,0,0,0,0,0,0.783897063,1.200230884,0,1,0,0,0,0,0,0,0.23549934,31.910616,-0.091343373,0.51742989,0.45934314,0.50378299,0.42959934,0.035443138,0.16381469,0.10513617,0.14164142,0.16319841,0.1174226,0.075541221,0.05601668,0.032204345,0.87920749,0.052463185,0.003002767,0.073875926,0.11179996,1,0,0,1,0
MI 7,26161,11600,196.72379,167.60027,171.05324,195.56593,197.56929,197.56929,197.8092,198.05798,196.59879,198.26677,197.62723,198.52863,198.52863,198.10777,198.23126,191.35544,190.26454,193.37856,195.20992,195.20992,195.29158,195.46045,0.004693985,1.97317,-8.6197195,-10.321912,-5.7689009,-5.7689009,-7.2189751,-9.1327429,-8.205533,0,0,-5.7689009,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,100,100,100,-100,0,-100,-100,-100,-100,-100,0,0,0,0,100,0,0,1,1,0.12076319,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.37709701,0.35422373,0.50275481,0.74435449,0.10270831,0.14746898,0.20486227,0.15859954,0.14864275,0.10535313,0.051251955,0.037569489,0.021053284,0.77398533,0.12294089,0.062986419,0.027374225,0.11300074,1,0,0,1,0
MI 15,26161,11600,-45.992588,-132.05792,-112.20747,-72.437294,-90.54705,-90.54705,-55.87812,-98.430168,-76.942322,-71.050949,-27.611156,-58.980186,-58.980186,-112.84065,-146.79778,-96.314445,-122.317,-37.811333,57.945572,57.945572,53.138382,36.940464,0.004693985,-1.0866165,-26.161882,-3.5026014,5.4037628,5.4037628,6.9465308,3.6943867,15.102855,5.4037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061919868,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.37709701,0.35422373,0.50275481,0.74435449,0.10270831,0.14746898,0.20486227,0.15859954,0.14864275,0.10535313,0.051251955,0.037569489,0.021053284,0.77398533,0.12294089,0.062986419,0.027374225,0.39262825,1,0,0,1,0
MI 14,26163,11600,77.210411,10.447545,87.02169,49.556942,76.383736,76.383736,-3.1604261,-200,-3.7678428,24.743917,75.23278,68.056824,68.056816,-200,-200,159.98662,182.13774,189.66434,192.9991,192.9991,-200,-200,-0.018017381,-1.3429195,-0.74411929,-15.447916,5.115582,5.115582,8.5995884,8.4031286,5.115582,5.115582,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-23.852354,0,0,-100,0,0,0,23.852354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.29603183,0.25852242,0.52020609,0.46342033,0.066840455,0.14626409,0.13508061,0.15156257,0.1486773,0.10437171,0.065408736,0.058713485,0.030686088,0.51699334,0.42160296,0.017049121,0.037457999,1,1,0,0,1,0
MI 11,26163,11600,-45.381271,-165.19339,-108.09076,-137.05997,-85.521828,-85.521828,-45.698433,-176.6514,-52.011086,-53.457474,1.6581727,45.911427,45.911427,-148.12914,-200,-84.174332,-62.674774,-79.114487,-74.711769,-74.711769,-200,-200,-0.018017381,-1.4789701,-3.9738715,-6.900075,0.24270415,0.24270415,6.4467578,5.2702308,1.5752435,0,0,0.24270415,0,0,0,0,0,0,0,0,0,0,0,0,-43.125031,0,0,0,0,0,0,43.125031,0,0,0,100,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,0,0,0.48991567,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.29603183,0.25852242,0.52020609,0.46342033,0.066840455,0.14626409,0.13508061,0.15156257,0.1486773,0.10437171,0.065408736,0.058713485,0.030686088,0.51699334,0.42160296,0.017049121,0.037457999,0.71222681,1,0,0,1,0
MI 15,26163,11600,-45.992588,-132.05792,-112.20747,-72.437294,-90.54705,-90.54705,-90.666786,-137.85106,-76.942322,-71.050949,-27.611156,-58.980186,-58.980186,-116.78796,-144.79793,-96.314445,-122.317,-37.811333,57.945572,57.945572,53.240383,39.776672,-0.018017381,1.933743,-24.757641,-0.40852576,17.013975,17.013975,20.653748,20.892008,15.102855,17.013975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.125046,0,0,0,0,0,0,32.125046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.29603183,0.25852242,0.52020609,0.46342033,0.066840455,0.14626409,0.13508061,0.15156257,0.1486773,0.10437171,0.065408736,0.058713485,0.030686088,0.51699334,0.42160296,0.017049121,0.037457999,0.3953715,1,0,0,1,0
MI 13,26163,11600,94.320625,6.7165961,6.7017512,64.361877,87.494202,87.494186,28.679741,-200,20.770355,-11.511585,60.582439,75.881073,75.881073,-200,-200,52.733433,-44.217464,69.935738,158.61784,158.61784,-200,-200,-0.018017381,19.112339,0,20.466429,18.868168,18.868168,22.209169,21.48852,18.868168,18.868168,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.29603183,0.25852242,0.52020609,0.46342033,0.066840455,0.14626409,0.13508061,0.15156257,0.1486773,0.10437171,0.065408736,0.058713485,0.030686088,0.51699334,0.42160296,0.017049121,0.037457999,1,1,0,0,1,0
MI 2,26165,12001,152.38588,60.378639,69.630348,131.38979,162.10091,162.10091,47.877781,-200,175.69189,182.12416,182.14386,185.52017,185.52016,-200,-200,68.510277,93.240639,86.281235,144.77002,144.77002,177.62122,-200,-0.036204815,-1.323849,-5.2281675,-5.9365807,-3.4579039,-3.4579039,-6.318408,0.021600723,-4.3988585,0,-3.4579039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.432999122,1.322907657,0,1,0,0,0,0,0,0,0.33828789,30.541664,-0.60104775,0.57530278,0.46895051,0.50485504,0.43285751,0.018337488,0.15818134,0.10402178,0.14499409,0.15450728,0.11484713,0.084995404,0.065247342,0.036478151,0.97293663,0.001869833,0.00416612,0.010070857,0.046533599,1,0,0,1,0
MN 8,27001,21600,85.010056,3.6526043,33.332081,61.683292,69.215897,69.215912,-200,134.99268,8.5309687,29.469458,58.162163,61.790024,61.790024,29.449705,84.514061,37.781975,133.03018,77.754936,155.64479,155.64481,-200,164.01176,-0.037150323,2.0357161,3.3318849,0.69849789,17.978308,17.978308,21.72023,24.961477,19.568739,0,0,17.978308,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,-100,0,0,100,0,0,0,0,1,1,0,0,0.694014615,0.50131238,0,0,1,0,0,0,0,0,0.15469696,28.363487,-0.82594454,0.49504519,0.37917721,0.49598068,0.40815058,0.009345794,0.12829226,0.066596955,0.10901248,0.1418208,0.14489248,0.14737599,0.10195412,0.056728318,0.96411997,0.002287432,0.001960656,0.006012679,0.026179789,1,0,0,1,0
MN 6,27003,21501,114.97659,79.699669,135.94363,119.46229,130.26065,130.26065,32.045273,-7.6578007,2.487946,-34.86253,-2.4497843,-10.843789,-10.843789,-39.970039,6.6932836,54.390556,115.33513,36.567017,125.63712,125.63712,-153.86784,-200,-0.10707831,-8.0176411,-7.0915103,-8.3591404,-3.6134243,-3.6134243,5.8117747,9.0142431,-5.164814,0,0,-3.6134243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7286621,0,0,0,0,0,0,-1.7286599,0,0,0,0,100,0,0,0,0,0,0,0,0.530068773,1.164354335,0,0,1,0,0,0,0,0,0.15964997,34.421749,0.6984219,0.50456184,0.39567414,0.4973833,0.5858798,0.036134109,0.15672763,0.1244884,0.1818682,0.16560097,0.10988178,0.055960737,0.032084916,0.014811262,0.93642396,0.015955234,0.016901277,0.01664296,0.2951659,1,0,0,1,0
MN 5,27003,21501,81.616516,-22.931395,133.70865,104.10086,89.382919,89.382912,69.6092,74.229774,5.7820506,93.315399,30.153111,22.040409,22.040409,-107.09875,-189.31012,49.894871,178.04524,94.924629,158.89394,158.89394,-200,-200,-0.10707831,-0.92475712,4.0019989,-0.33060312,4.3968973,4.3968973,7.4149876,5.6126714,-1.5740335,4.3968973,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530068773,1.164354335,0,0,1,0,0,0,0,0,0.15964997,34.421749,0.6984219,0.50456184,0.39567414,0.4973833,0.5858798,0.036134109,0.15672763,0.1244884,0.1818682,0.16560097,0.10988178,0.055960737,0.032084916,0.014811262,0.93642396,0.015955234,0.016901277,0.01664296,0.086393125,1,0,0,1,0
MN 3,27003,21501,112.93441,8.5054035,41.471264,194.74159,175.94812,175.94812,167.62109,192.95938,-10.960789,-1.1545634,41.917908,38.950504,38.950504,-101.57822,-20.508211,22.552984,36.586319,157.77934,128.11838,128.11838,121.27965,137.08389,-0.10707831,-3.7020922,-5.3013983,-9.8226185,-2.8523266,-2.8523266,1.2055933,1.1589348,-10.43933,0,0,-2.8523266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-0.094157457,0,0,0,100,100,100,0.094160236,0,0,0,0,0,0,0,0,0,0,0,0,0.530068773,1.164354335,0,0,1,0,0,0,0,0,0.15964997,34.421749,0.6984219,0.50456184,0.39567414,0.4973833,0.5858798,0.036134109,0.15672763,0.1244884,0.1818682,0.16560097,0.10988178,0.055960737,0.032084916,0.014811262,0.93642396,0.015955234,0.016901277,0.01664296,0.09251184,1,0,0,1,0
MN 7,27005,26701,68.626984,-29.312759,55.15271,90.903625,60.280926,60.280926,128.33849,54.027756,-16.28594,65.029396,72.563332,85.477272,85.477272,-15.277553,-126.65327,-53.026016,-32.970531,0.11757351,53.492123,53.492111,166.42673,-200,-0.11723953,1.4449388,-3.4010677,-4.2349873,11.077526,11.077526,21.617025,24.664255,5.8451085,11.077526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430612084,0.482426636,0,0,1,0,0,0,0,0,0.13108011,27.857441,-0.7516858,0.60814714,0.48018345,0.50146663,0.48270646,0.0103,0.16353333,0.090766668,0.12653333,0.15216666,0.12376667,0.094866663,0.073166668,0.046100002,0.89353335,0.001933333,0.0036,0.007666667,0.048405226,1,0,0,1,0
MN 8,27007,26701,85.010056,3.6526043,33.332081,61.683292,69.215897,69.215912,-200,134.99268,8.5309687,29.469458,58.162163,61.790024,61.790024,29.449705,84.514061,37.781975,133.03018,77.754936,155.64479,155.64481,-200,164.01176,-0.045724452,-1.7863065,0.86051822,-6.478694,8.2424793,8.2424793,12.523058,13.59708,19.568739,0,0,8.2424793,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,-100,0,0,100,0,0,0,0,1,1,0,0,0.430612084,0.482426636,0,0,1,0,0,0,0,0,0.13108011,27.857441,-0.7516858,0.53339201,0.42037633,0.50675917,0.54822403,0.017982345,0.1837831,0.15195461,0.12216898,0.14252207,0.098688528,0.068827242,0.052005045,0.033114754,0.7665574,0.003581337,0.005674653,0.009936948,0.016211271,1,0,0,1,0
MN 7,27007,26701,68.626984,-29.312759,55.15271,90.903625,60.280926,60.28093,101.11475,81.970428,-16.28594,65.029396,72.563332,85.477272,85.477272,-10.547406,-58.440147,-53.026016,-32.970531,0.11757351,53.492123,53.492111,160.93895,-200,-0.045724452,-3.6267848,-7.0306807,-6.5449419,4.2861848,4.2861848,12.222653,15.702907,5.8451085,4.2861848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430612084,0.482426636,0,0,1,0,0,0,0,0,0.13108011,27.857441,-0.7516858,0.53339201,0.42037633,0.50675917,0.54822403,0.017982345,0.1837831,0.15195461,0.12216898,0.14252207,0.098688528,0.068827242,0.052005045,0.033114754,0.7665574,0.003581337,0.005674653,0.009936948,0.045693196,1,0,0,1,0
MN 6,27009,21400,114.97659,79.699669,135.94363,119.46229,130.26065,130.26065,28.308804,-23.304546,2.487946,-34.86253,-2.4497843,-10.843789,-10.843789,-38.061222,7.9103427,54.390556,115.33513,36.567017,125.63712,125.63712,-178.24756,-200,-0.07522738,-3.0792654,-2.0335793,-8.8493938,-1.2279451,-1.2279451,5.1172018,17.828447,-5.164814,0,0,-1.2279451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.663463885,0.952287778,0,0,1,0,0,0,0,0,0.21022794,30.77837,-0.15129581,0.56046236,0.44599047,0.50105184,0.5012747,0.021387249,0.15707357,0.1699293,0.15616782,0.14158827,0.09177234,0.056886576,0.04382633,0.038128909,0.96222168,0.007771869,0.011453281,0.008969789,0.057375241,1,0,0,1,0
MN 7,27011,26601,68.626984,-29.312759,55.15271,90.903625,60.280926,60.280926,128.34943,54.008591,-16.28594,65.029396,72.563332,85.477272,85.477272,-15.280233,-126.70101,-53.026016,-32.970531,0.11757351,53.492123,53.492111,166.42935,-200,-0.14259249,-1.6477913,-4.0131302,-8.1246586,2.0278482,2.0278482,12.789872,12.596762,5.8451085,2.0278482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325193097,0.281082842,0,0,1,0,0,0,0,0,0.11044733,27.12541,-0.59381974,0.48925075,0.37945709,0.51477665,0.38864198,0.00790378,0.15859106,0.067697592,0.10618557,0.14725086,0.11357389,0.11271477,0.104811,0.078694157,0.98436427,0.001718213,0.004123712,0.003436426,0.009620777,1,0,0,1,0
MN 1,27013,21301,132.80647,-70.967529,178.58807,173.92789,174.39894,174.39894,167.02365,160.8456,-7.846827,56.319939,72.231895,50.105286,50.105286,-126.87022,-90.932541,-0.054279272,94.823166,80.437538,120.39973,120.39973,100.57729,80.877449,-0.16708523,-6.211102,-23.861599,-33.884308,-22.014969,-22.014969,-18.537369,-14.761337,-16.793776,0,0,-22.014969,0,-100,-100,-100,-100,-100,-100,0,100,100,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,100,0,-100,0,0,1,0,0,0,0,0,1.231732301,1.218911152,0,0,1,0,0,0,0,0,0.28070641,30.957317,-0.24202295,0.51214486,0.42234492,0.50233281,0.59566343,0.029102089,0.17146637,0.21967788,0.12150301,0.13426647,0.090166427,0.059026476,0.053592179,0.040113691,0.94958973,0.0119054,0.017875977,0.017661465,0.095969461,1,0,0,1,0
MN 1,27015,21301,132.80647,-70.967529,178.58807,173.92789,174.39894,174.39894,167.02365,160.8456,-7.846827,56.319939,72.231895,50.105286,50.105286,-126.87022,-90.932541,-0.054279272,94.823166,80.437538,120.39973,120.39973,100.57729,80.877449,-0.012161732,0.88218451,-14.324927,-30.846668,-16.469044,-16.469044,-10.582787,-2.6396871,-16.793776,0,0,-16.469044,0,-100,-100,-100,-100,-100,-100,0,100,100,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,100,0,-100,0,0,1,0,0,0,0,0,1.231732301,1.218911152,0,0,1,0,0,0,0,0,0.28070641,30.957317,-0.24202295,0.61317533,0.53425628,0.50462639,0.43202746,0.012597079,0.16751514,0.11121846,0.12656535,0.15227973,0.10768831,0.08204823,0.077291816,0.056222364,0.97822452,0.001003307,0.004124708,0.020251941,0.043844014,1,0,0,1,0
MN 8,27017,26002,85.010056,3.6526043,33.332081,61.683292,69.215897,69.215912,-200,134.99268,8.5309687,29.469458,58.162163,61.790024,61.790024,29.449705,84.514061,37.781975,133.03018,77.754936,155.64479,155.64481,-200,164.01176,-0.10548556,0.69822222,3.4563303,1.0867522,20.275417,20.275417,27.250078,26.158983,19.568739,0,0,20.275417,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,-100,0,0,100,0,0,0,0,1,1,0,0,0.302777057,0.505361381,0,0,1,0,0,0,0,0,0.099961616,28.235304,-0.83191997,0.39288369,0.33375546,0.49325883,0.46925324,0.015755739,0.15433678,0.10372265,0.14439076,0.1639986,0.11490007,0.082504496,0.066969782,0.043509837,0.9174639,0.009724985,0.003536358,0.00839885,0.051116213,1,0,0,1,0
